"","Sample","PC1","PC2","PC3","PC4","PC5","PC6","PC7","Population","Cohort","X1.x","X2.x","X1.y","X2.y"
"972","HG01061",-0.0168454695837022,-0.00161974695860774,-0.00288235007993424,0.012677361253993,-0.0148823922405402,-0.00269574850885926,-0.00398873111119126,"PUR","AMR",1.00365343518201,-0.984707132486892,1.00365343518201,-0.984707132486892
"973","HG01063",-0.0164460084665626,0.00770575136982405,-0.00192783783151804,0.0139301904594177,-0.0015203078504479,0.0241672096143749,0.0163046646372214,"PUR","AMR",-3.94140235375095,-0.498573454048082,-3.94140235375095,-0.498573454048082
"974","HG01064",-0.0165104336066943,0.0010360933971103,-0.00501985249582273,0.0124577012896654,-0.00681448398530812,-0.00211620351835453,0.0306500409612746,"PUR","AMR",-0.397470720540842,-1.67035296100032,-0.397470720540842,-1.67035296100032
"975","HG01066",-0.016807504029154,0.000251418753533928,-0.00130988808896052,0.0181621990720741,-0.0170567995294209,-0.00382898928036358,0.0133078033437365,"PUR","AMR",0.0455366047066058,-0.603298569656652,0.0455366047066058,-0.603298569656652
"976","HG01067",-0.0169058468305339,-0.00251476170967023,-0.00152030519652041,0.0147183458717813,-0.00462350973511899,-0.0267256077326863,-0.00690026307268476,"PUR","AMR",1.42560026870656,-0.465030774753948,1.42560026870656,-0.465030774753948
"977","HG01069",-0.0169433350099483,0.00208178659180644,-0.00499197143234483,0.0169867879272307,-0.00734009450404455,-0.0271943386715762,0.00203118541978751,"PUR","AMR",-0.753768836407107,-1.69702373250493,-0.753768836407107,-1.69702373250493
"978","HG01070",-0.016710928871923,-0.00150458233440087,-0.00776582717096604,0.0120258400084529,-0.00759880901769231,-0.0277324370523762,-0.0119070572676561,"PUR","AMR",1.00946346950506,-2.49989340244467,1.00946346950506,-2.49989340244467
"979","HG01072",-0.0168275509067787,-0.00332434151478184,-0.00501542438258024,0.0156859380672584,-0.00157155925266489,-8.71189867209945e-05,0.00639235188824562,"PUR","AMR",1.92633654950019,-1.65368599538834,1.92633654950019,-1.65368599538834
"980","HG01073",-0.0171019709649914,-0.00290726986160512,-0.00242050575480751,0.0134746592901487,-0.0129448442817765,-0.000263152660716039,0.00120386949526237,"PUR","AMR",1.69873357501798,-0.738189358960727,1.69873357501798,-0.738189358960727
"981","HG01075",-0.0170549532577786,7.35450768193879e-05,-0.0020099658837552,0.0160315697158996,-0.0171105836834266,0.00516572123583388,-0.00616975042892855,"PUR","AMR",0.193731736054972,-0.701839379093158,0.193731736054972,-0.701839379093158
"982","HG01077",-0.0170121223630734,-0.0019102183473152,0.00251715596884822,0.00859771804948991,-0.00744045780405954,0.0253560968243499,0.00215518207240256,"PUR","AMR",1.15237620065563,0.605926023659664,1.15237620065563,0.605926023659664
"983","HG01079",-0.0170199329264814,0.00191524054252097,-0.00529217658909258,0.00638013058972064,-0.00793554261914927,-0.0248733379987757,-0.0275949994622921,"PUR","AMR",-0.810022423352893,-1.37048745239721,-0.810022423352893,-1.37048745239721
"984","HG01080",-0.0171570585648662,0.00119105333174869,-0.00253063527031918,0.0184819156901371,-0.00584786133147333,-0.0270382462016474,-0.00413311004688805,"PUR","AMR",-0.309459922757839,-0.850843282965098,-0.309459922757839,-0.850843282965098
"985","HG01082",-0.0168937674411754,0.0024065874723899,0.00221853237713457,0.0116048929821032,-0.00611465836124472,0.000589098218095174,-0.00173984976442514,"PUR","AMR",-1.08854980892677,0.559501879929449,-1.08854980892677,0.559501879929449
"986","HG01083",-0.0170329718063505,0.00341289915200747,-0.00495389393727496,0.0190617942390101,-0.00675454356925782,-0.0248689317178977,-0.0266870927240738,"PUR","AMR",-1.4333609530433,-1.6000236094907,-1.4333609530433,-1.6000236094907
"987","HG01085",-0.0170289075745454,-0.002591262174929,-0.00458547601296576,0.00946091487072527,-0.0109365232771578,-0.00082784187881158,0.0312106335093814,"PUR","AMR",1.54701417132404,-1.37663643548603,1.54701417132404,-1.37663643548603
"988","HG01086",-0.0168471186269729,-0.00168413872832977,0.00143324684142125,0.0174263067705489,-0.00649539382459143,-0.00470440276838714,0.0170620663156169,"PUR","AMR",1.02944371737453,0.18988045109496,1.02944371737453,0.18988045109496
"989","HG01088",-0.0170159423902263,0.00272921049987052,-0.00285220140686458,0.00538990424299245,-0.008607991248802,-0.024645760610407,-0.000365034274952306,"PUR","AMR",-1.17513744334585,-0.848295013214838,-1.17513744334585,-0.848295013214838
"990","HG01089",-0.0167494370670949,0.00503692040420839,0.00455658037046441,0.0130166700788455,-0.0118544422731756,-0.0017586275757699,0.0111660360247682,"PUR","AMR",-2.45293988195254,1.09597802390795,-2.45293988195254,1.09597802390795
"991","HG01092",-0.0167956588021422,0.00593976135475559,0.00129113348547215,0.0119630946813503,-0.0093371469910994,0.00245437794680113,0.00650352375502587,"PUR","AMR",-2.84328733172487,0.14167220305169,-2.84328733172487,0.14167220305169
"992","HG01094",-0.016724577655665,0.001565892913718,-0.00174394980722986,0.00465735470801912,-0.0114355113575888,-0.0256562319205496,-0.0111065473113834,"PUR","AMR",-0.630622172870227,-0.714251829447395,-0.630622172870227,-0.714251829447395
"993","HG01095",-0.0171020716400734,0.00133822663893413,-0.0065610583313745,0.0112769205893318,-0.00671884637983305,0.00222453704929262,-0.00879013800129603,"PUR","AMR",-0.425853387469555,-1.84769903152812,-0.425853387469555,-1.84769903152812
"994","HG01097",-0.0167255884648696,-0.000144617905959375,-0.00125745489144995,0.0150775175452255,-0.00951768003208282,-0.0025754551922566,0.0191882688752145,"PUR","AMR",0.179514007407254,-0.468726270928964,0.179514007407254,-0.468726270928964
"995","HG01098",-0.0167453112340726,0.000745799380615757,-0.00623901064519239,0.00447672751710151,-0.000426242192384658,-0.0205166490953957,-0.0123579425552119,"PUR","AMR",-0.219289246571142,-1.8175878261581,-0.219289246571142,-1.8175878261581
"996","HG01101",-0.0171372549202079,-0.000908116466489683,0.000317231869616166,0.021927010509701,-0.004037821176619,-0.00410487585704703,0.0280380854963747,"PUR","AMR",0.755922645694655,-0.12699723914644,0.755922645694655,-0.12699723914644
"997","HG01102",-0.0168992335209185,0.00217637607508364,-0.000600352456498124,0.0111374426945107,-0.0202083999462476,0.0260222004920377,-0.0264075999946834,"PUR","AMR",-0.927048770353047,-0.329851823858824,-0.927048770353047,-0.329851823858824
"998","HG01104",-0.0171618557649752,-0.000131356209588874,-0.000426324528679744,0.00540463310324173,-0.0136283397964161,-0.000214095739840848,0.00227103297325015,"PUR","AMR",0.301361589402781,-0.170767035913198,0.301361589402781,-0.170767035913198
"999","HG01105",-0.016849659702153,8.43887268697724e-06,-0.00514553361267252,0.00534917337293964,-0.0127267211551817,0.000168938568449978,-0.011737461309611,"PUR","AMR",0.118748994037477,-1.41116387454202,0.118748994037477,-1.41116387454202
"1000","HG01107",-0.0170390326706526,0.00362360049470158,0.00103517087281079,0.00551361320336342,-0.0201785300176892,0.0234385215111194,-0.0216334171826135,"PUR","AMR",-1.62333094166787,0.140622523176388,-1.62333094166787,0.140622523176388
"1001","HG01108",-0.0168463785653555,0.0198570535228135,0.00258464037785375,0.00562727754550232,0.00723024087281136,-0.0178854247985011,0.0156546201362448,"PUR","AMR",-9.97058180708815,0.804443711638596,-9.97058180708815,0.804443711638596
"1002","HG01110",-0.0171524166840902,0.00253480278436887,-0.00216460332145058,0.0103447176358793,-0.00717668166659804,0.00116328858617551,0.0231518267786281,"PUR","AMR",-0.997634895023283,-0.731004519782685,-0.997634895023283,-0.731004519782685
"1003","HG01111",-0.0168921200655346,-0.000459777767593011,-0.00578585472395161,0.0101230111545346,-0.0113436866101008,0.0010207026103636,0.00199454025505551,"PUR","AMR",0.353534339574851,-1.54304967438637,0.353534339574851,-1.54304967438637
"1004","HG01112",-0.0169042319491608,-0.00141683217278574,-0.00315167676942018,0.00738709701734491,-0.0195540243306825,-0.000488279379798541,-0.00859083908893244,"CLM","AMR",0.898587922679744,-1.01004844640162,0.898587922679744,-1.01004844640162
"1005","HG01113",-0.017419424833947,-0.00735377339452969,0.00330962455792151,0.0214106231678954,0.00155097890441327,-0.0311096175787508,0.00183943172839082,"CLM","AMR",4.01573360953019,0.928035316477678,4.01573360953019,0.928035316477678
"1006","HG01119",-0.0170680485924463,-0.00225969323287227,-0.00848279541041812,0.0110543761647211,-0.00713777707215975,0.000709429737252837,0.00440442535824623,"CLM","AMR",1.35402927940167,-2.2851382675318,1.35402927940167,-2.2851382675318
"1007","HG01121",-0.0168558224597731,-0.00404706371653196,0.00177189896175788,0.022210812850443,-0.00666708621695301,0.0235135284404967,-0.0166875248125656,"CLM","AMR",2.21654636441524,0.29609427282175,2.21654636441524,0.29609427282175
"1008","HG01122",-0.0169483871962803,6.55408483358425e-05,-0.00180028646246149,0.017837312338672,-0.0123269680444641,-0.0262768362313378,-0.0287689810952148,"CLM","AMR",0.18942479718728,-0.699524086881508,0.18942479718728,-0.699524086881508
"1009","HG01124",-0.0170444728522201,6.62548567060768e-05,0.00494262608348547,0.0234175983264112,0.000933144332636085,0.0016660419614481,-0.00826178040494343,"CLM","AMR",0.256283972460665,1.0438258487425,0.256283972460665,1.0438258487425
"1010","HG01125",-0.0170759101388094,-0.000254703840301399,0.000881391219564209,0.0213207924517812,-0.00573811586388037,-0.00333212187348131,-0.00722290739195759,"CLM","AMR",0.325381236859959,0.195565536468435,0.325381236859959,0.195565536468435
"1011","HG01130",-0.0169061639842157,-0.00245208528412593,-0.00155325568775066,0.0205290484965518,-0.00417467892391258,-0.00293702295414276,0.00246517018729734,"CLM","AMR",1.32245491282948,-0.318419806434261,1.32245491282948,-0.318419806434261
"1012","HG01131",-0.0170320712170569,-0.00414762959145317,0.00564418405392764,0.0275819992907643,-0.00725394563355656,0.022059838162928,-0.00213015970946851,"CLM","AMR",2.27447951401139,1.43916502407458,2.27447951401139,1.43916502407458
"1013","HG01133",-0.017005561006534,-0.00373908310840877,-0.00107508089199453,0.0151870380941025,-0.0174836321525986,0.0224212496616931,-0.00405745275660458,"CLM","AMR",2.09258595784913,-0.427773330831805,2.09258595784913,-0.427773330831805
"1014","HG01134",-0.0167673977450963,-0.000242794884100826,-0.00160392665878303,0.0153781523621121,-0.00214708493672337,-0.0228299157263192,0.00174470970455388,"CLM","AMR",0.204409960476194,-0.426438229917916,0.204409960476194,-0.426438229917916
"1015","HG01136",-0.017073140986151,5.72137863894284e-05,0.000539476485827088,0.0193165890018585,0.000259622712963954,-0.0279289873336173,0.00012734860433235,"CLM","AMR",0.184467218830623,0.0878391645851514,0.184467218830623,0.0878391645851514
"1016","HG01137",-0.0172715187608198,-0.00349944391324018,0.00202308671417555,0.0321323203252937,-0.0029516278373455,-0.0292426135175126,-0.019196400358365,"CLM","AMR",2.07234860055786,0.410074615971493,2.07234860055786,0.410074615971493
"1017","HG01139",-0.0166965930012665,-0.000162526217748952,0.0105486436362225,0.0176846958746461,0.000326725480131598,-0.0179629424249009,0.0136153610692439,"CLM","AMR",0.160834093035429,2.69984618756616,0.160834093035429,2.69984618756616
"1018","HG01140",-0.0172160304323513,-0.000144379759728647,-0.00777114683138101,0.0174316050230973,-0.00198381689190361,-0.0298145118140899,0.00961350067407949,"CLM","AMR",0.398623954825184,-2.23668077805976,0.398623954825184,-2.23668077805976
"1019","HG01142",-0.0168555889591197,0.000264496288946956,0.00685458420087479,0.0306550947317164,0.00401219684997525,0.000796673611960269,-0.0232191124364543,"CLM","AMR",-0.0661083467150175,1.89446634078042,-0.0661083467150175,1.89446634078042
"1020","HG01148",-0.0171971267427507,-0.00225881948959777,0.00294461519048853,0.0192786908174946,-0.0124677066091234,-0.00205553147595417,0.0266936188108524,"CLM","AMR",1.39257823533463,0.685154743080277,1.39257823533463,0.685154743080277
"1021","HG01149",-0.0171784377980106,-0.00316084983515392,0.0114054749513497,0.0334867626360644,-0.00334705527765725,-0.00321606338089126,-0.0258738417461849,"CLM","AMR",1.79996512981724,3.02297683129383,1.79996512981724,3.02297683129383
"1022","HG01161",-0.0168568558269978,0.00222451625160424,0.00196644448036417,0.0126046650514267,-0.0150232328774308,0.0242618030958401,-0.0268206319302528,"PUR","AMR",-1.09150205019378,0.645077427560579,-1.09150205019378,0.645077427560579
"1023","HG01162",-0.016706696526009,-0.00186129227471883,0.00150563300366132,0.0217936972079498,-0.0020798511083983,0.0264085652633929,-0.024994073544647,"PUR","AMR",1.02140035568174,0.328730462054523,1.02140035568174,0.328730462054523
"1024","HG01164",-0.016667812569768,0.00184492688358157,0.00044782145397072,0.0124489615128509,-0.00858301752771598,-0.0281483753180613,0.0247539067050809,"PUR","AMR",-0.774028532504984,-0.189095503633238,-0.774028532504984,-0.189095503633238
"1025","HG01167",-0.0171270766729435,0.0018126186532772,-0.00597707097641246,0.00925141199334312,-0.00815557286896607,-2.14358964906964e-05,0.0201373552239431,"PUR","AMR",-0.651201520378539,-1.71116194706209,-0.651201520378539,-1.71116194706209
"1026","HG01168",-0.0168618537227638,-0.00271260046146718,-0.00540443737157258,0.0082556933287525,-0.0110599159552302,-0.00276567798093418,0.0231913615070212,"PUR","AMR",1.63552412188968,-1.79282668526507,1.63552412188968,-1.79282668526507
"1027","HG01170",-0.0170434052984734,-0.00125722605257572,-0.000588315229203109,0.0174148579445616,-0.00127539765850848,-0.0286083414067565,0.0270479665329926,"PUR","AMR",0.921916852921917,-0.410429690286001,0.921916852921917,-0.410429690286001
"1028","HG01171",-0.0166500010944755,0.00221341711221432,-0.00313459318040989,0.0119545940830852,-0.0123779207387566,0.0274346339860622,-0.0244806853845566,"PUR","AMR",-1.04086846979224,-0.959052594327205,-1.04086846979224,-0.959052594327205
"1029","HG01173",-0.0168288221265304,-0.0023795368875292,-0.00353699953994787,0.0141470418115785,-0.0144720449372088,-0.00212332385772178,0.00168067669406661,"PUR","AMR",1.43416179747364,-1.28137654646695,1.43416179747364,-1.28137654646695
"1030","HG01174",-0.017013533356803,-0.000932519299760959,-0.00563297058381721,0.0123362550374892,-0.00703619354852574,-0.0257074164676228,-0.000896916690099206,"PUR","AMR",0.700499835118993,-1.63362057869265,0.700499835118993,-1.63362057869265
"1031","HG01176",-0.0173547555861559,0.00186311805951783,-0.00275627617348056,0.0131261317623854,-0.00562843613666938,-0.026932732978419,-0.00969134272720737,"PUR","AMR",-0.578318036786127,-0.892234874293334,-0.578318036786127,-0.892234874293334
"1032","HG01177",-0.0169143922053464,-0.00255702485342896,-0.00225794156760391,0.0176994174974983,-0.00629842635504569,0.000226934560258279,0.025607605358244,"PUR","AMR",1.54176464469053,-0.884188709689409,1.54176464469053,-0.884188709689409
"1033","HG01182",-0.0170945118799425,0.000551919706493295,-0.00308529775001217,0.0185680235945834,-0.0109048357521963,-0.0250287000876762,-0.029498413560477,"PUR","AMR",0.0157065966004664,-1.0747744106016,0.0157065966004664,-1.0747744106016
"1034","HG01183",-0.0170095895003192,0.00225980603614566,-0.00199758455781587,0.0094937349666709,-0.00209694220326908,-0.0215180220442768,-0.0108679478848382,"PUR","AMR",-0.910978661415229,-0.663723554889981,-0.910978661415229,-0.663723554889981
"1035","HG01187",-0.0168092057221584,-0.00219166424124175,0.0053554153222495,0.0206220485513051,-0.000959977900125904,-0.00102216441204504,-0.00514881526006953,"PUR","AMR",1.14983987730321,1.51898827782882,1.14983987730321,1.51898827782882
"1036","HG01188",-0.0170878789831084,0.00326045077919622,0.00114111367816109,0.0163491340378244,0.00172283352775851,-0.0230179590791545,-0.0114577242889477,"PUR","AMR",-1.39343988184732,0.165764762997264,-1.39343988184732,0.165764762997264
"1037","HG01190",-0.0168896984706544,-0.00239270194140904,0.00487481064239883,0.0229509927214706,-0.0129058993766047,0.0198780594689219,-0.00233727296123041,"PUR","AMR",1.36663272755849,1.14547403467765,1.36663272755849,1.14547403467765
"1038","HG01191",-0.0169990025730411,0.0010261335321591,-0.0011176946929402,0.0177843828786104,-0.00587032259678424,-0.00090424511378155,0.0194043291539975,"PUR","AMR",-0.299901182263209,-0.446899833261586,-0.299901182263209,-0.446899833261586
"1039","HG01197",-0.0169127951831707,-0.00281150516768993,-0.00606134380486574,0.0106025722294746,-0.0136777981367853,0.0024901932733958,-0.00805292786751444,"PUR","AMR",1.57375086193403,-1.67695984681548,1.57375086193403,-1.67695984681548
"1040","HG01198",-0.0168478677224419,0.00102106297225616,0.00351838887351157,0.00874628053088745,-0.00552948491963949,-0.000903870091369797,-0.00779157876416378,"PUR","AMR",-0.271563324226193,0.592232247801788,-0.271563324226193,0.592232247801788
"1041","HG01200",-0.0170417706736356,-0.00104264557582673,-0.00337004451090383,0.0109195727620638,-0.0157959295833838,0.000656571717992459,-0.0237961848488812,"PUR","AMR",0.81223423070292,-1.18549675211418,0.81223423070292,-1.18549675211418
"1042","HG01204",-0.0166426674441103,-0.00278545532150154,-0.000331381203326738,0.0106577081949603,-0.0172847043550236,0.0246445687413432,-0.000341338826107408,"PUR","AMR",1.47263837500238,-0.21569247086782,1.47263837500238,-0.21569247086782
"1043","HG01205",-0.0168370446431814,-0.00130635569589932,0.00377573069372585,0.0102742725286022,-0.0217138091924389,0.0249149990618892,-0.0035560010186131,"PUR","AMR",0.808659256458288,0.808236583168616,0.808659256458288,0.808236583168616
"1044","HG01241",-0.0167938252671656,0.0205130284958668,0.00688810163908891,0.00744610913828335,0.0073067769387981,-0.0173958201933666,-0.00664591116032174,"PUR","AMR",-10.3096860263521,1.89887197957292,-10.3096860263521,1.89887197957292
"1045","HG01242",-0.0169202278827411,0.0143019616934291,0.00138076936115909,0.00642928571174065,0.00459243408680002,0.00522332675068242,0.020366977479755,"PUR","AMR",-7.0989900471777,0.394836974257584,-7.0989900471777,0.394836974257584
"1046","HG01247",-0.0169508363299305,0.000653973818167355,0.00472007206377404,0.0149120086420663,-0.0147515934590762,0.0227563506050855,0.0117002156541874,"PUR","AMR",-0.241027473552488,1.3144472053659,-0.241027473552488,1.3144472053659
"1047","HG01248",-0.0168869663432012,-0.0001650835025192,-0.00751546894596282,0.0103391890997854,-0.00487875468152474,0.00115636268816425,0.00128812099679881,"PUR","AMR",0.303967962739668,-2.2027812758865,0.303967962739668,-2.2027812758865
"1048","HG01250",-0.0174688667812387,5.51636138394981e-06,0.0030298452687956,0.0213806248350042,-0.00371321901653756,-0.00168891348138439,0.00335656628938357,"CLM","AMR",0.326782519957215,0.792494792598322,0.326782519957215,0.792494792598322
"1049","HG01251",-0.0170158340690753,-0.00929997351984061,0.000876840013925667,0.028705098075711,-0.00506709702501482,0.0215642041168685,0.027311684946753,"CLM","AMR",4.89737116932541,0.141019039950964,4.89737116932541,0.141019039950964
"1050","HG01253",-0.0169472635563636,-0.00452654178914919,0.000323637627514202,0.0175392027151907,-0.0112618732987553,-0.00169229409423159,-0.0093348147635524,"CLM","AMR",2.47881508989427,-0.066876765167,2.47881508989427,-0.066876765167
"1051","HG01254",-0.0168159883573249,-0.00129112116018299,0.00136821838497122,0.0291119213270301,-0.00293087907504276,-0.00233682884243778,0.000632440098214765,"CLM","AMR",0.745031880503136,0.338967223121925,0.745031880503136,0.338967223121925
"1052","HG01256",-0.0169282778988918,-0.00351884820598699,-0.00653560442172711,0.0180911554616858,-0.00794057879520714,0.000704235138860425,-0.0252766945237343,"CLM","AMR",1.91803880147474,-1.74300564476297,1.91803880147474,-1.74300564476297
"1053","HG01257",-0.0170777703604237,-0.00343860762705871,0.00407788168835209,0.026464735497621,-0.009717175762135,-0.00452900869092223,-0.0139365136594637,"CLM","AMR",1.97442955363599,0.915612060619228,1.97442955363599,0.915612060619228
"1054","HG01259",-0.0170446259504744,-0.00244586758272072,-0.000366761726862483,0.0113589988011819,-0.00262075424357559,-0.00267729646162241,0.0151197284565966,"CLM","AMR",1.43303310589242,-0.134174653137903,1.43303310589242,-0.134174653137903
"1055","HG01260",-0.0170442825985969,-0.00206952786946455,0.0071065444595058,0.0289157870989431,-0.00302192296125811,-0.00607327699208861,0.0069277895805507,"CLM","AMR",1.28171209082017,1.70987168446747,1.28171209082017,1.70987168446747
"1056","HG01269",-0.0171510572508659,-0.000350316634449315,-0.0043700072326522,0.0193699116738247,-0.0073292244363722,-0.0303764619907596,0.0123215071162331,"CLM","AMR",0.44256889456315,-1.28140952552629,0.44256889456315,-1.28140952552629
"1057","HG01271",-0.0170185541867537,-0.00312387595263263,0.00424216962313636,0.0242422007338188,-0.00697457782580942,-0.0039478077519709,0.0170813949553885,"CLM","AMR",1.74698594428045,1.08459980131121,1.74698594428045,1.08459980131121
"1058","HG01272",-0.0173882546546514,-0.000518010379169704,0.00399300038214222,0.0279868156261477,-0.00259081649507335,-0.00219829303327798,0.00963814073989,"CLM","AMR",0.624830577923018,0.894771232105844,0.624830577923018,0.894771232105844
"1059","HG01275",-0.0168179938852979,-0.00381757576944267,-0.00256194117237508,0.0108472946376323,-0.0141890076472997,-0.00352665690599562,0.0188643712992815,"CLM","AMR",2.15206379308203,-1.00606090405081,2.15206379308203,-1.00606090405081
"1060","HG01277",-0.0171167021223073,-0.00587994918917224,0.00711983273281958,0.0286977281258111,0.00413949258380846,-0.00103841611827568,-0.000675940898273599,"CLM","AMR",3.15630329202893,1.92547790531995,3.15630329202893,1.92547790531995
"1061","HG01280",-0.0169195651322323,-0.00553125742266522,0.00756891908985126,0.0312225999337668,-0.009259961018104,-0.00453086585526391,-0.00150589530259434,"CLM","AMR",2.96736968822752,1.84902396783624,2.96736968822752,1.84902396783624
"1062","HG01281",-0.0170394522297147,-0.00646097403541823,0.00430283592220314,0.0186535289520622,-0.00510324032547038,-0.0106732073539753,0.0218571375644061,"CLM","AMR",3.51488430374512,0.94643124101474,3.51488430374512,0.94643124101474
"1063","HG01284",-0.0169159412866592,-0.00515595652628233,-7.93817476804927e-05,0.0158065662307223,-0.0142945498461014,-0.00494039252003825,0.00091364801767066,"CLM","AMR",2.65424194829281,0.123219750564418,2.65424194829281,0.123219750564418
"1064","HG01286",-0.0169205256505167,0.00519921656415528,-0.0061973527935267,0.00553534332152726,-0.00540488821861932,-0.0233685949787791,-0.00569082244970924,"PUR","AMR",-2.43281038009834,-1.77367823565134,-2.43281038009834,-1.77367823565134
"1065","HG01302",-0.0166534374163661,0.00131824408831809,-0.00100375547851827,0.0151681367893054,-0.00845973762586125,-0.0300277867554857,-0.000137643196573429,"PUR","AMR",-0.592088281506167,-0.383962964934845,-0.592088281506167,-0.383962964934845
"1066","HG01303",-0.0171183723136073,-0.000993254432364204,-0.00434961279846449,0.0113206339851215,0.00376075908945362,-0.0248614693625413,-0.00954480408714706,"PUR","AMR",0.707766609857756,-1.10942952030199,0.707766609857756,-1.10942952030199
"1067","HG01305",-0.0171472000145075,0.000990473961622916,0.00251136726340179,0.0178820315684253,-0.010585247926447,-0.00278411984015063,-0.0258042011818116,"PUR","AMR",-0.265626699532467,0.58156903536043,-0.265626699532467,0.58156903536043
"1068","HG01308",-0.0171201576652258,0.00431234283000614,0.00350301447087312,0.0137069091929486,-0.0147485557360343,-0.000481760033255677,-0.0100732968251352,"PUR","AMR",-1.96880000545176,0.85365035564553,-1.96880000545176,0.85365035564553
"1069","HG01311",-0.0168496293520444,0.00105629383886859,-0.00488582634908031,0.0110710799331153,-0.0175836086835665,-0.00349908724237548,-6.00660716040534e-05,"PUR","AMR",-0.375428683882601,-1.4583490589102,-0.375428683882601,-1.4583490589102
"1070","HG01312",-0.0168879514313313,-0.000683475178354651,-0.00203900432018432,0.00906602042635324,-0.0122567782716102,0.00167636354593843,0.0206363603553328,"PUR","AMR",0.539137150697594,-0.737670374780559,0.539137150697594,-0.737670374780559
"1071","HG01323",-0.0167997043429862,0.000264770853088651,0.00205244781480462,0.0154704819387746,-0.00445218716214583,-0.026779958521248,-0.0274674038630575,"PUR","AMR",0.0231619701054463,0.373787852329887,0.0231619701054463,0.373787852329887
"1072","HG01325",-0.0168571429744229,0.00217983045577133,0.00140344035760745,0.011004172598159,-0.0224357790046929,0.0217433260043832,0.0201477684284881,"PUR","AMR",-0.869560496200765,0.00587841063200853,-0.869560496200765,0.00587841063200853
"1073","HG01326",-0.0170409468863934,-0.00140278275887311,0.00124909035041513,0.0192886973878538,-0.0169010736952159,-0.004384188542679,-0.00711583471015069,"PUR","AMR",0.917529392600364,0.191835209704304,0.917529392600364,0.191835209704304
"1074","HG01334",-0.0171310654098414,-0.00246389926221435,-0.00552927456727611,-0.00382156744396626,-0.0250003975790052,-0.000742002237563202,-0.0240568453705207,"GBR","EUR",1.53749593695126,-1.69172793026281,1.53749593695126,-1.69172793026281
"1075","HG01341",-0.0175024315786884,-0.00756394635135196,0.00964266862200737,0.0524335755955962,0.0129343905289956,-0.028816663476369,-0.00967171275919958,"CLM","AMR",4.16359376732009,2.55240722686259,4.16359376732009,2.55240722686259
"1076","HG01342",-0.0169886503187198,0.0070654493647733,0.00533571413481472,0.0187462581901969,-0.00380504725025861,0.000496827261564448,-0.023348391613259,"CLM","AMR",-3.44328074587023,1.4503129929278,-3.44328074587023,1.4503129929278
"1077","HG01344",-0.0172082872363298,-0.00751857073354805,0.00621285445882624,0.0334790652271239,-0.00201033346813023,-0.00579398316427185,-0.0130340196404836,"CLM","AMR",4.05043609859454,1.58230435204644,4.05043609859454,1.58230435204644
"1078","HG01345",-0.0170125338393638,-0.00335629955478423,-0.00114351642270868,0.0167323569650135,-0.00755780657783299,-0.00199283665437868,-0.00860419820227051,"CLM","AMR",1.86834209386464,-0.332326631043071,1.86834209386464,-0.332326631043071
"1079","HG01348",-0.01751832596469,-0.00464940103841286,0.00637492351194213,0.0354810784498804,0.00341037456849447,-0.0310454782315375,0.000626158171269812,"CLM","AMR",2.7090098792699,1.65504362923057,2.7090098792699,1.65504362923057
"1080","HG01350",-0.017231759174816,-0.00378537030579824,0.012705387790518,0.0350515712777021,0.00132979566672272,-0.00495738303122282,-0.0172718724117881,"CLM","AMR",2.16939043208231,3.29673611540534,2.16939043208231,3.29673611540534
"1081","HG01351",-0.0170754356343686,-0.00297166392935968,-0.000809050078024498,0.0195785232717781,-0.0068800670593017,-0.0273487254891599,-0.0164030962313771,"CLM","AMR",1.80081788319566,-0.487189848540974,1.80081788319566,-0.487189848540974
"1082","HG01353",-0.0171026171473415,-0.00165910766275823,-0.0108455939198496,0.0124795955683772,-0.00531451198046308,-0.023268805234612,-0.0276129233783178,"CLM","AMR",1.08113985913338,-2.9368938251764,1.08113985913338,-2.9368938251764
"1083","HG01354",-0.0170483769109052,-0.00474776760417615,-0.00277915740733895,0.0142229224861772,-0.0127340571020079,-0.00125839662226387,-0.0158155598961216,"CLM","AMR",2.58219336268677,-0.771932159126757,2.58219336268677,-0.771932159126757
"1084","HG01356",-0.0171897687768938,-0.000541354653494537,-0.000514730009048175,0.0186412705510962,-0.012544149701748,-0.00356116839652595,1.24648535299101e-06,"CLM","AMR",0.48586882081064,-0.135651146878325,0.48586882081064,-0.135651146878325
"1085","HG01357",-0.017031939925534,-0.00481741092326893,0.00311611561904533,0.0281860413040925,-0.0102887749932535,-0.00334906819182007,-0.0279790054352338,"CLM","AMR",2.72125953107923,0.510163065984112,2.72125953107923,0.510163065984112
"1086","HG01359",-0.0171228632360374,-0.00485544133094029,0.00778315665642338,0.0190507261938269,-0.00800178157478458,0.0236785155331419,-0.0265338784977629,"CLM","AMR",2.69973795693022,1.93855247666098,2.69973795693022,1.93855247666098
"1087","HG01360",-0.0169739505480244,-0.00340897946077299,-0.00152952521129707,0.0135537770028225,-0.0139853309309469,-0.00192914414388704,-0.0271614928920307,"CLM","AMR",1.8688718960994,-0.425681193554526,1.8688718960994,-0.425681193554526
"1088","HG01362",-0.0170755207925485,0.000596534434057218,0.00569996515031356,0.0205034535577625,-0.00663721604259593,-0.00402630690612725,-0.0158240985655819,"CLM","AMR",-0.0826864084675618,1.40300605501081,-0.0826864084675618,1.40300605501081
